"DEG_WBID","DEG_geneName","cluster_index","GEP_name"
"WBGene00003475","mtm-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00021936","zipt-15",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00009862","fbxb-67",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00000146","ape-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00020184","uba-5",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00012341","catp-6",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00020819","T26A5.2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006311","sun-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006974","zen-4",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00007189","pigm-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00018625","prp-17",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006737","ulp-2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00009006","F21D5.1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00000226","atl-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00004895","smu-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00011887","set-17",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00014087","ZK809.5",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006392","taf-10",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00019075","F59A3.2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00004044","plk-3",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00014114","tftc-3",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00022462","Y110A7A.15",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00010283","ccz-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00015468","madf-11",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00015463","hpo-9",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00007576","dph-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00002245","lag-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00004298","rad-54.L",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00001102","dsh-2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00000383","cdc-14",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00022428","Y104H12D.4",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00021282","set-21",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00010845","M03C11.8",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00002080","xpo-3",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00008400","drh-3",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00001352","evl-14",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00007622","C16C10.1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00015806","smrc-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00002201","kin-18",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00044758","Y37H2A.12",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00019295","pfkb-1.2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00019883","met-2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00000382","cdc-6",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00000543","clp-2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00009966","isy-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00017397","F12A10.8",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00015405","C03H5.3",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00011967","pir-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00003798","npp-12",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00004704","rsp-7",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00012243","W04D2.4",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00000885","cyn-9",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00011367","snpc-3.4",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00022531","morc-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006463","nduf-2.2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00021649","Y47G6A.25",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00017273","gos-28",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00001194","egl-27",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00015133","mrpl-11",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00004326","rde-4",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00007008","rfp-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006606","tra-3",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006385","taf-4",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00019503","tbce-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00011030","R05D7.5",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00010212","fbxa-192",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00018118","F36H12.2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00019275","rpac-40",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00011988","har-2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00004105","szy-20",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00013030","Y49E10.4",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006567","tgt-2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00013441","xpb-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00004953","spd-2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00013460","cpsf-3",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00001689","gpr-2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00021022","W04B5.5",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00020115","mboa-6",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00021877","Y54G2A.12",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00013350","slr-2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00013549","Y75B8A.13",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00011908","pash-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00022742","ZK430.7",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00019823","fnta-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00012460","dhps-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00022373","mrpl-15",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00000075","adm-4",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00018762","F53E10.6",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00021474","dot-1.1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00018901","slc-25A18.2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00001175","egl-6",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006394","taf-11.2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00015238","mppe-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00021638","Y47G6A.9",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00019665","K11H12.9",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00010233","rbm-17",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00010990","tceb-3",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00009456","F36A2.9",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00003041","lin-61",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00013405","tdpt-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00019141","bath-5",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00022458","prp-31",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00015001","B0025.4",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00019766","M4.1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00235356","Y67D8A.10",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00009145","F26A3.7",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00009672","F43G9.12",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00007626","rnf-121",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006379","sys-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00016750","let-611",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00000151","apn-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00008641","pch-2",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00017269","F08F8.4",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00001090","drh-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00008281","C53D6.4",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00011412","mrpl-16",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00016145","C26E6.12",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006563","teg-1",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00019498","K07E8.7",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00010814","M01F1.8",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00018328","F42A6.6",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00017538","ceh-49",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00015816","C16A11.3",4,"Germline #1 gene expression and nuclear proteins"
"WBGene00006704","ubc-7",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00015283","C01B10.9",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00004190","pars-2",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00016444","C35D10.7",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00022399","Y97E10AR.4",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00007615","set-31",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00021845","rpb-7",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00009329","F32D8.4",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00022882","ZK1248.13",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00019264","H35B03.2",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00007972","prp-4",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00011635","mdmh-35",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00008488","F01D4.5",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00010305","F59A2.5",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00018959","F56D1.1",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00008457","E02H1.5",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00011272","dtmk-1",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00012879","fbxa-215",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00022586","ZC308.4",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00001044","dnj-26",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00008688","rbm-34",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00004189","pars-1",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00010439","JC8.7",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00018357","moc-3",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00004283","rab-33",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00015702","C11D2.4",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00018513","F46F11.10",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00011601","zim-3",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00017674","F21F3.4",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00008948","F19B6.1",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00008413","D2030.3",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00015308","ddi-1",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00008151","rrp-1",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00044604","T10F2.5",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00017074","D2096.7",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00000189","arl-5",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00016978","C56G2.3",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00000080","adr-2",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00018007","F33D11.10",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00013250","Y57A10A.5",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00011528","fndc-1",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00012858","Y44F5A.1",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00044483","H06H21.11",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00007581","alkb-8",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00004279","rab-21",97,"Germline #1 gene expression and nuclear proteins"
"WBGene00006376","syp-2",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00015207","luc-7L",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00014117","clec-91",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00003805","npp-19",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00044987","K07A1.17",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00012110","T28A8.4",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00006740","ulp-5",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00009701","egg-3",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00012167","tofu-5",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00021153","Y4C6A.3",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00009007","otub-3",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00015347","cids-1",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00185086","F59A3.12",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00011300","R107.5",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00012205","metl-1",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00018954","lab-2",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00013219","elof-1",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00017548","F18A1.7",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00010036","cpar-1",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00016460","C35E7.8",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00020858","mop-25.3",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00020994","W03F8.4",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00013349","Y59A8B.12",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00008172","C48B4.9",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00007643","marc-3",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00020190","guk-1",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00017532","ent-5",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00018613","skpt-1",24,"Germline #1 gene expression and nuclear proteins"
"WBGene00010480","tasp-1",24,"Germline #1 gene expression and nuclear proteins"
